step,k,mom_prob
360,-8.96851,6.68177e-10
360,-8.86362,7.1017e-10
360,-8.75872,7.60587e-10
360,-8.65383,8.1573e-10
360,-8.54893,8.66546e-10
360,-8.44404,9.18909e-10
360,-8.33914,9.84441e-10
360,-8.23425,1.03986e-09
360,-8.12935,1.09552e-09
360,-8.02446,1.33438e-09
360,-7.91956,2.26735e-09
360,-7.81467,5.55274e-09
360,-7.70977,1.62702e-08
360,-7.60488,5.13029e-08
360,-7.49998,1.73758e-07
360,-7.39509,6.08962e-07
360,-7.29019,2.05446e-06
360,-7.1853,6.32599e-06
360,-7.0804,1.71607e-05
360,-6.97551,4.03763e-05
360,-6.87061,8.19687e-05
360,-6.76572,0.000143394
360,-6.66082,0.000216604
360,-6.55593,0.000283941
360,-6.45103,0.000325155
360,-6.34614,0.000327592
360,-6.24124,0.000292409
360,-6.13635,0.000232763
360,-6.03146,0.000166214
360,-5.92656,0.000107012
360,-5.82167,6.2363e-05
360,-5.71677,3.2987e-05
360,-5.61188,1.58602e-05
360,-5.50698,6.93172e-06
360,-5.40209,2.7501e-06
360,-5.29719,9.88503e-07
360,-5.1923,3.22315e-07
360,-5.0874,9.71745e-08
360,-4.98251,2.93436e-08
360,-4.87761,1.07576e-08
360,-4.77272,5.59181e-09
360,-4.66782,3.7025e-09
360,-4.56293,2.69205e-09
360,-4.45803,2.06961e-09
360,-4.35314,1.69744e-09
360,-4.24824,1.48385e-09
360,-4.14335,1.35562e-09
360,-4.03845,1.26351e-09
360,-3.93356,1.1825e-09
360,-3.82866,1.11009e-09
360,-3.72377,1.0548e-09
360,-3.61887,1.01227e-09
360,-3.51398,9.64337e-10
360,-3.40908,9.14206e-10
360,-3.30419,8.78382e-10
360,-3.19929,8.41727e-10
360,-3.0944,8.04334e-10
360,-2.9895,7.77538e-10
360,-2.88461,7.4466e-10
360,-2.77971,7.21252e-10
360,-2.67482,6.93777e-10
360,-2.56992,6.73683e-10
360,-2.46503,6.51604e-10
360,-2.36013,6.3165e-10
360,-2.25524,6.15384e-10
360,-2.15034,5.98771e-10
360,-2.04545,5.82749e-10
360,-1.94056,5.68613e-10
360,-1.83566,5.56108e-10
360,-1.73077,5.44675e-10
360,-1.62587,5.3401e-10
360,-1.52098,5.24101e-10
360,-1.41608,5.15058e-10
360,-1.31119,5.06867e-10
360,-1.20629,4.99404e-10
360,-1.1014,4.92618e-10
360,-0.996501,4.86553e-10
360,-0.891606,4.81194e-10
360,-0.786712,4.76451e-10
360,-0.681817,4.72285e-10
360,-0.576922,4.68734e-10
360,-0.472027,4.65799e-10
360,-0.367132,4.63399e-10
360,-0.262237,4.615e-10
360,-0.157342,4.60188e-10
360,-0.0524474,4.595e-10
360,0.0524474,4.5923e-10
360,0.157342,4.59378e-10
360,0.262237,4.6043e-10
360,0.367132,4.61687e-10
360,0.472027,4.63472e-10
360,0.576922,4.66217e-10
360,0.681817,4.68929e-10
360,0.786712,4.7263e-10
360,0.891606,4.77077e-10
360,0.996501,4.81406e-10
360,1.1014,4.86899e-10
360,1.20629,4.93402e-10
360,1.31119,5.00326e-10
360,1.41608,5.0771e-10
360,1.52098,5.15808e-10
360,1.62587,5.24777e-10
360,1.73077,5.34666e-10
360,1.83566,5.45481e-10
360,1.94056,5.57262e-10
360,2.04545,5.70088e-10
360,2.15034,5.84038e-10
360,2.25524,5.99173e-10
360,2.36013,6.15577e-10
360,2.46503,6.3337e-10
360,2.56992,6.52681e-10
360,2.67482,6.73622e-10
360,2.77971,6.96326e-10
360,2.88461,7.20969e-10
360,2.9895,7.47748e-10
360,3.0944,7.76859e-10
360,3.19929,8.08514e-10
360,3.30419,8.42981e-10
360,3.40908,8.80574e-10
360,3.51398,9.21617e-10
360,3.61887,9.66467e-10
360,3.72377,1.01555e-09
360,3.82866,1.06937e-09
360,3.93356,1.12847e-09
360,4.03845,1.19345e-09
360,4.14335,1.26501e-09
360,4.24824,1.34396e-09
360,4.35314,1.43121e-09
360,4.45803,1.52776e-09
360,4.56293,1.63474e-09
360,4.66782,1.75343e-09
360,4.77272,1.88519e-09
360,4.87761,2.03183e-09
360,4.98251,2.19497e-09
360,5.0874,2.3685e-09
360,5.1923,2.59671e-09
360,5.29719,2.79545e-09
360,5.40209,2.84603e-09
360,5.50698,3.96962e-09
360,5.61188,2.84393e-09
360,5.71677,4.27057e-09
360,5.82167,6.35423e-09
360,5.92656,2.09251e-09
360,6.03146,8.79353e-09
360,6.13635,2.46924e-09
360,6.24124,6.5313e-09
360,6.34614,3.67123e-09
360,6.45103,4.64058e-09
360,6.55593,3.78895e-09
360,6.66082,3.70097e-09
360,6.76572,3.34122e-09
360,6.87061,3.07441e-09
360,6.97551,2.80797e-09
360,7.0804,2.56356e-09
360,7.1853,2.34e-09
360,7.29019,2.13683e-09
360,7.39509,1.95314e-09
360,7.49998,1.78757e-09
360,7.60488,1.63861e-09
360,7.70977,1.50474e-09
360,7.81467,1.38443e-09
360,7.91956,1.27627e-09
360,8.02446,1.17896e-09
360,8.12935,1.09134e-09
360,8.23425,1.01233e-09
360,8.33914,9.40973e-10
360,8.44404,8.76432e-10
360,8.54893,8.17962e-10
360,8.65383,7.64902e-10
360,8.75872,7.16663e-10
360,8.86362,6.72731e-10
360,8.96851,6.32654e-10
360,9.07341,5.96031e-10
360,9.1783,5.62506e-10
360,9.2832,5.31765e-10
360,9.38809,5.03531e-10
360,9.49299,4.77559e-10
360,9.59788,4.53628e-10
360,9.70278,4.31541e-10
360,9.80767,4.11118e-10
360,9.91257,3.92199e-10
360,10.0175,3.74637e-10
360,10.1224,3.58302e-10
360,10.2272,3.43092e-10
360,10.3321,3.28941e-10
360,10.437,3.1582e-10
360,10.5419,3.03701e-10
360,10.6468,2.925e-10
360,10.7517,2.82033e-10
360,10.8566,2.72095e-10
360,10.9615,2.62632e-10
360,11.0664,2.53811e-10
360,11.1713,2.45749e-10
360,11.2762,2.38217e-10
360,11.3811,2.3093e-10
360,11.486,2.24061e-10
360,11.5909,2.1782e-10
360,11.6958,2.1188e-10
360,11.8007,2.06128e-10
360,11.9056,2.00901e-10
360,12.0105,1.95954e-10
360,12.1154,1.91151e-10
360,12.2203,1.86815e-10
360,12.3251,1.82609e-10
360,12.43,1.78652e-10
360,12.5349,1.75007e-10
360,12.6398,1.71437e-10
360,12.7447,1.68224e-10
360,12.8496,1.65058e-10
360,12.9545,1.62193e-10
360,13.0594,1.59399e-10
360,13.1643,1.56859e-10
360,13.2692,1.54392e-10
360,13.3741,1.5215e-10
360,13.479,1.49969e-10
360,13.5839,1.48013e-10
360,13.6888,1.46096e-10
360,13.7937,1.44386e-10
360,13.8986,1.42729e-10
360,14.0035,1.41227e-10
360,14.1084,1.39837e-10
360,14.2133,1.38515e-10
360,14.3181,1.37354e-10
360,14.423,1.36249e-10
360,14.5279,1.35256e-10
360,14.6328,1.34383e-10
360,14.7377,1.3356e-10
360,14.8426,1.32852e-10
360,14.9475,1.32256e-10
360,15.0524,1.3171e-10
360,15.1573,1.31256e-10
360,15.2622,1.30918e-10
360,15.3671,1.30649e-10
360,15.472,1.30447e-10
360,15.5769,1.30344e-10
360,15.6818,1.30337e-10
365,-15.6818,6.20606e-11
365,-15.5769,6.20993e-11
365,-15.472,6.21688e-11
365,-15.3671,6.22755e-11
365,-15.2622,6.24294e-11
365,-15.1573,6.26287e-11
365,-15.0524,6.28666e-11
365,-14.9475,6.3143e-11
365,-14.8426,6.34635e-11
365,-14.7377,6.38306e-11
365,-14.6328,6.42426e-11
365,-14.5279,6.46991e-11
365,-14.423,6.52029e-11
365,-14.3181,6.5756e-11
365,-14.2133,6.63581e-11
365,-14.1084,6.70107e-11
365,-14.0035,6.77179e-11
365,-13.8986,6.8482e-11
365,-13.7937,6.93021e-11
365,-13.6888,7.01799e-11
365,-13.5839,7.1121e-11
365,-13.479,7.21295e-11
365,-13.3741,7.3205e-11
365,-13.2692,7.43488e-11
365,-13.1643,7.55681e-11
365,-13.0594,7.68693e-11
365,-12.9545,7.82526e-11
365,-12.8496,7.97192e-11
365,-12.7447,8.12781e-11
365,-12.6398,8.29388e-11
365,-12.5349,8.4703e-11
365,-12.43,8.65713e-11
365,-12.3251,8.85549e-11
365,-12.2203,9.06684e-11
365,-12.1154,9.29151e-11
365,-12.0105,9.52954e-11
365,-11.9056,9.78233e-11
365,-11.8007,1.0052e-10
365,-11.6958,1.03393e-10
365,-11.5909,1.06441e-10
365,-11.486,1.09683e-10
365,-11.3811,1.13149e-10
365,-11.2762,1.16853e-10
365,-11.1713,1.20793e-10
365,-11.0664,1.24992e-10
365,-10.9615,1.29496e-10
365,-10.8566,1.34331e-10
365,-10.7517,1.39492e-10
365,-10.6468,1.45006e-10
365,-10.5419,1.50948e-10
365,-10.437,1.57361e-10
365,-10.3321,1.64234e-10
365,-10.2272,1.71604e-10
365,-10.1224,1.79585e-10
365,-10.0175,1.88255e-10
365,-9.91257,1.97587e-10
365,-9.80767,2.0761e-10
365,-9.70278,2.18499e-10
365,-9.59788,2.30354e-10
365,-9.49299,2.43077e-10
365,-9.38809,2.56704e-10
365,-9.2832,2.71701e-10
365,-9.1783,2.88624e-10
365,-9.07341,3.07614e-10
365,-8.96851,3.28326e-10
365,-8.86362,3.50021e-10
365,-8.75872,3.72444e-10
365,-8.65383,3.97888e-10
365,-8.54893,4.28355e-10
365,-8.44404,4.58144e-10
365,-8.33914,4.86092e-10
365,-8.23425,5.29567e-10
365,-8.12935,6.03373e-10
365,-8.02446,7.99233e-10
365,-7.91956,1.41144e-09
365,-7.81467,3.00522e-09
365,-7.70977,7.51229e-09
365,-7.60488,2.12761e-08
365,-7.49998,7.047e-08
365,-7.39509,2.44563e-07
365,-7.29019,8.03505e-07
365,-7.1853,2.35707e-06
365,-7.0804,5.99896e-06
365,-6.97551,1.31631e-05
365,-6.87061,2.49082e-05
365,-6.76572,4.07101e-05
365,-6.66082,5.77001e-05
365,-6.55593,7.13663e-05
365,-6.45103,7.75805e-05
365,-6.34614,7.46452e-05
365,-6.24124,6.3984e-05
365,-6.13635,4.91491e-05
365,-6.03146,3.40062e-05
365,-5.92656,2.12818e-05
365,-5.82167,1.20827e-05
365,-5.71677,6.23321e-06
365,-5.61188,2.92103e-06
365,-5.50698,1.24014e-06
365,-5.40209,4.74129e-07
365,-5.29719,1.61565e-07
365,-5.1923,4.8447e-08
365,-5.0874,1.28526e-08
365,-4.98251,3.47641e-09
365,-4.87761,1.54029e-09
365,-4.77272,1.22506e-09
365,-4.66782,1.10894e-09
365,-4.56293,9.80521e-10
365,-4.45803,8.573e-10
365,-4.35314,7.58436e-10
365,-4.24824,6.83492e-10
365,-4.14335,6.26659e-10
365,-4.03845,5.84494e-10
365,-3.93356,5.53984e-10
365,-3.82866,5.2858e-10
365,-3.72377,5.0054e-10
365,-3.61887,4.70034e-10
365,-3.51398,4.46351e-10
365,-3.40908,4.30559e-10
365,-3.30419,4.1079e-10
365,-3.19929,3.90369e-10
365,-3.0944,3.775e-10
365,-2.9895,3.6056e-10
365,-2.88461,3.47928e-10
365,-2.77971,3.34983e-10
365,-2.67482,3.23905e-10
365,-2.56992,3.12436e-10
365,-2.46503,3.03917e-10
365,-2.36013,2.93638e-10
365,-2.25524,2.85629e-10
365,-2.15034,2.78702e-10
365,-2.04545,2.713e-10
365,-1.94056,2.64314e-10
365,-1.83566,2.5824e-10
365,-1.73077,2.52855e-10
365,-1.62587,2.4792e-10
365,-1.52098,2.43365e-10
365,-1.41608,2.39191e-10
365,-1.31119,2.35378e-10
365,-1.20629,2.31901e-10
365,-1.1014,2.28757e-10
365,-0.996501,2.25943e-10
365,-0.891606,2.23439e-10
365,-0.786712,2.21222e-10
365,-0.681817,2.19291e-10
365,-0.576922,2.17648e-10
365,-0.472027,2.16275e-10
365,-0.367132,2.15143e-10
365,-0.262237,2.1426e-10
365,-0.157342,2.13667e-10
365,-0.0524474,2.1335e-10
365,0.0524474,2.13183e-10
365,0.157342,2.13255e-10
365,0.262237,2.13813e-10
365,0.367132,2.14291e-10
365,0.472027,2.15198e-10
365,0.576922,2.16413e-10
365,0.681817,2.17748e-10
365,0.786712,2.19336e-10
365,0.891606,2.21558e-10
365,0.996501,2.23516e-10
365,1.1014,2.25918e-10
365,1.20629,2.28973e-10
365,1.31119,2.32312e-10
365,1.41608,2.35824e-10
365,1.52098,2.39613e-10
365,1.62587,2.43776e-10
365,1.73077,2.48354e-10
365,1.83566,2.53368e-10
365,1.94056,2.58843e-10
365,2.04545,2.64809e-10
365,2.15034,2.71298e-10
365,2.25524,2.78342e-10
365,2.36013,2.85986e-10
365,2.46503,2.94283e-10
365,2.56992,3.03288e-10
365,2.67482,3.13056e-10
365,2.77971,3.23657e-10
365,2.88461,3.35173e-10
365,2.9895,3.47691e-10
365,3.0944,3.61306e-10
365,3.19929,3.76127e-10
365,3.30419,3.92284e-10
365,3.40908,4.09919e-10
365,3.51398,4.29191e-10
365,3.61887,4.5028e-10
365,3.72377,4.73398e-10
365,3.82866,4.98783e-10
365,3.93356,5.26702e-10
365,4.03845,5.57465e-10
365,4.14335,5.91429e-10
365,4.24824,6.28996e-10
365,4.35314,6.70627e-10
365,4.45803,7.16853e-10
365,4.56293,7.68288e-10
365,4.66782,8.25607e-10
365,4.77272,8.89582e-10
365,4.87761,9.61206e-10
365,4.98251,1.04026e-09
365,5.0874,1.13167e-09
365,5.1923,1.24577e-09
365,5.29719,1.28308e-09
365,5.40209,1.5103e-09
365,5.50698,1.94726e-09
365,5.61188,9.78532e-10
365,5.71677,3.12617e-09
365,5.82167,2.85865e-09
365,5.92656,1.27776e-09
365,6.03146,5.51932e-09
365,6.13635,9.48234e-10
365,6.24124,3.86612e-09
365,6.34614,1.89023e-09
365,6.45103,2.48616e-09
365,6.55593,2.00067e-09
365,6.66082,1.94735e-09
365,6.76572,1.74309e-09
365,6.87061,1.59779e-09
365,6.97551,1.44994e-09
365,7.0804,1.31703e-09
365,7.1853,1.19609e-09
365,7.29019,1.08708e-09
365,7.39509,9.89265e-10
365,7.49998,9.01695e-10
365,7.60488,8.23408e-10
365,7.70977,7.53455e-10
365,7.81467,6.90936e-10
365,7.91956,6.35017e-10
365,8.02446,5.84946e-10
365,8.12935,5.4005e-10
365,8.23425,4.99729e-10
365,8.33914,4.63453e-10
365,8.44404,4.30755e-10
365,8.54893,4.01228e-10
365,8.65383,3.74512e-10
365,8.75872,3.50292e-10
365,8.86362,3.28291e-10
365,8.96851,3.08269e-10
365,9.07341,2.90012e-10
365,9.1783,2.73333e-10
365,9.2832,2.58068e-10
365,9.38809,2.44071e-10
365,9.49299,2.31216e-10
365,9.59788,2.1939e-10
365,9.70278,2.08492e-10
365,9.80767,1.98438e-10
365,9.91257,1.89152e-10
365,10.0175,1.80573e-10
365,10.1224,1.72644e-10
365,10.2272,1.65317e-10
365,10.3321,1.58535e-10
365,10.437,1.52229e-10
365,10.5419,1.46312e-10
365,10.6468,1.40712e-10
365,10.7517,1.35412e-10
365,10.8566,1.30478e-10
365,10.9615,1.2598e-10
365,11.0664,1.21857e-10
365,11.1713,1.17922e-10
365,11.2762,1.14101e-10
365,11.3811,1.10559e-10
365,11.486,1.07371e-10
365,11.5909,1.04313e-10
365,11.6958,1.01324e-10
365,11.8007,9.8634e-11
365,11.9056,9.6125e-11
365,12.0105,9.36343e-11
365,12.1154,9.13973e-11
365,12.2203,8.92819e-11
365,12.3251,8.72074e-11
365,12.43,8.53701e-11
365,12.5349,8.3538e-11
365,12.6398,8.18708e-11
365,12.7447,8.02883e-11
365,12.8496,7.87735e-11
365,12.9545,7.73949e-11
365,13.0594,7.6039e-11
365,13.1643,7.48276e-11
365,13.2692,7.36267e-11
365,13.3741,7.25566e-11
365,13.479,7.15044e-11
365,13.5839,7.05571e-11
365,13.6888,6.96486e-11
365,13.7937,6.88037e-11
365,13.8986,6.80346e-11
365,14.0035,6.72853e-11
365,14.1084,6.66352e-11
365,14.2133,6.59952e-11
365,14.3181,6.54269e-11
365,14.423,6.49154e-11
365,14.5279,6.44213e-11
365,14.6328,6.40037e-11
365,14.7377,6.3622e-11
365,14.8426,6.32672e-11
365,14.9475,6.29811e-11
365,15.0524,6.27314e-11
365,15.1573,6.25051e-11
365,15.2622,6.23364e-11
365,15.3671,6.22172e-11
365,15.472,6.21226e-11
365,15.5769,6.20649e-11
365,15.6818,6.20606e-11
370,-15.6818,2.55619e-11
370,-15.5769,2.55783e-11
370,-15.472,2.56112e-11
370,-15.3671,2.56564e-11
370,-15.2622,2.57177e-11
370,-15.1573,2.5799e-11
370,-15.0524,2.58992e-11
370,-14.9475,2.60159e-11
370,-14.8426,2.61492e-11
370,-14.7377,2.63006e-11
370,-14.6328,2.64713e-11
370,-14.5279,2.66617e-11
370,-14.423,2.6872e-11
370,-14.3181,2.71019e-11
370,-14.2133,2.73521e-11
370,-14.1084,2.76238e-11
370,-14.0035,2.79183e-11
370,-13.8986,2.82361e-11
370,-13.7937,2.85772e-11
370,-13.6888,2.89431e-11
370,-13.5839,2.93355e-11
370,-13.479,2.97552e-11
370,-13.3741,3.02028e-11
370,-13.2692,3.06799e-11
370,-13.1643,3.11888e-11
370,-13.0594,3.17311e-11
370,-12.9545,3.23073e-11
370,-12.8496,3.29196e-11
370,-12.7447,3.35711e-11
370,-12.6398,3.42642e-11
370,-12.5349,3.5e-11
370,-12.43,3.57808e-11
370,-12.3251,3.66113e-11
370,-12.2203,3.74949e-11
370,-12.1154,3.84334e-11
370,-12.0105,3.94296e-11
370,-11.9056,4.049e-11
370,-11.8007,4.162e-11
370,-11.6958,4.28221e-11
370,-11.5909,4.41002e-11
370,-11.486,4.54631e-11
370,-11.3811,4.69193e-11
370,-11.2762,4.84727e-11
370,-11.1713,5.01282e-11
370,-11.0664,5.18985e-11
370,-10.9615,5.37968e-11
370,-10.8566,5.58295e-11
370,-10.7517,5.80027e-11
370,-10.6468,6.03347e-11
370,-10.5419,6.28468e-11
370,-10.437,6.55487e-11
370,-10.3321,6.84484e-11
370,-10.2272,7.15726e-11
370,-10.1224,7.4956e-11
370,-10.0175,7.86155e-11
370,-9.91257,8.25632e-11
370,-9.80767,8.68482e-11
370,-9.70278,9.15463e-11
370,-9.59788,9.67119e-11
370,-9.49299,1.02386e-10
370,-9.38809,1.08631e-10
370,-9.2832,1.15443e-10
370,-9.1783,1.2261e-10
370,-9.07341,1.29965e-10
370,-8.96851,1.38057e-10
370,-8.86362,1.48066e-10
370,-8.75872,1.59796e-10
370,-8.65383,1.70677e-10
370,-8.54893,1.81147e-10
370,-8.44404,1.96739e-10
370,-8.33914,2.14507e-10
370,-8.23425,2.33995e-10
370,-8.12935,2.85747e-10
370,-8.02446,3.95438e-10
370,-7.91956,6.46891e-10
370,-7.81467,1.2199e-09
370,-7.70977,2.64139e-09
370,-7.60488,7.33688e-09
370,-7.49998,2.54076e-08
370,-7.39509,8.90957e-08
370,-7.29019,2.84712e-07
370,-7.1853,7.89969e-07
370,-7.0804,1.87668e-06
370,-6.97551,3.83427e-06
370,-6.87061,6.76685e-06
370,-6.76572,1.0349e-05
370,-6.66082,1.37895e-05
370,-6.55593,1.61243e-05
370,-6.45103,1.6671e-05
370,-6.34614,1.53443e-05
370,-6.24124,1.26484e-05
370,-6.13635,9.38571e-06
370,-6.03146,6.2967e-06
370,-5.92656,3.83172e-06
370,-5.82167,2.11912e-06
370,-5.71677,1.06528e-06
370,-5.61188,4.85578e-07
370,-5.50698,1.99396e-07
370,-5.40209,7.27817e-08
370,-5.29719,2.30093e-08
370,-5.1923,5.99722e-09
370,-5.0874,1.20034e-09
370,-4.98251,2.52684e-10
370,-4.87761,2.334e-10
370,-4.77272,3.1671e-10
370,-4.66782,3.49602e-10
370,-4.56293,3.41728e-10
370,-4.45803,3.186e-10
370,-4.35314,2.94231e-10
370,-4.24824,2.73256e-10
370,-4.14335,2.55733e-10
370,-4.03845,2.39935e-10
370,-3.93356,2.24393e-10
370,-3.82866,2.09751e-10
370,-3.72377,1.9848e-10
370,-3.61887,1.91095e-10
370,-3.51398,1.83427e-10
370,-3.40908,1.72469e-10
370,-3.30419,1.63346e-10
370,-3.19929,1.58563e-10
370,-3.0944,1.51161e-10
370,-2.9895,1.44684e-10
370,-2.88461,1.40331e-10
370,-2.77971,1.33906e-10
370,-2.67482,1.30457e-10
370,-2.56992,1.25205e-10
370,-2.46503,1.2179e-10
370,-2.36013,1.18227e-10
370,-2.25524,1.1428e-10
370,-2.15034,1.11619e-10
370,-2.04545,1.09038e-10
370,-1.94056,1.06208e-10
370,-1.83566,1.03586e-10
370,-1.73077,1.01316e-10
370,-1.62587,9.93107e-11
370,-1.52098,9.74926e-11
370,-1.41608,9.58289e-11
370,-1.31119,9.43056e-11
370,-1.20629,9.29175e-11
370,-1.1014,9.16626e-11
370,-0.996501,9.0536e-11
370,-0.891606,8.95303e-11
370,-0.786712,8.86415e-11
370,-0.681817,8.78705e-11
370,-0.576922,8.72137e-11
370,-0.472027,8.66602e-11
370,-0.367132,8.62021e-11
370,-0.262237,8.58487e-11
370,-0.157342,8.56193e-11
370,-0.0524474,8.54926e-11
370,0.0524474,8.54037e-11
370,0.157342,8.54401e-11
370,0.262237,8.57005e-11
370,0.367132,8.58212e-11
370,0.472027,8.62488e-11
370,0.576922,8.66809e-11
370,0.681817,8.72789e-11
370,0.786712,8.78191e-11
370,0.891606,8.87981e-11
370,0.996501,8.95845e-11
370,1.1014,9.04456e-11
370,1.20629,9.16455e-11
370,1.31119,9.30331e-11
370,1.41608,9.44926e-11
370,1.52098,9.60382e-11
370,1.62587,9.77135e-11
370,1.73077,9.95463e-11
370,1.83566,1.01552e-10
370,1.94056,1.03744e-10
370,2.04545,1.06134e-10
370,2.15034,1.08734e-10
370,2.25524,1.11558e-10
370,2.36013,1.14625e-10
370,2.46503,1.17955e-10
370,2.56992,1.2157e-10
370,2.67482,1.25493e-10
370,2.77971,1.29754e-10
370,2.88461,1.34384e-10
370,2.9895,1.39419e-10
370,3.0944,1.44899e-10
370,3.19929,1.50869e-10
370,3.30419,1.57382e-10
370,3.40908,1.64495e-10
370,3.51398,1.72276e-10
370,3.61887,1.80799e-10
370,3.72377,1.90155e-10
370,3.82866,2.0044e-10
370,3.93356,2.11768e-10
370,4.03845,2.24271e-10
370,4.14335,2.38103e-10
370,4.24824,2.53438e-10
370,4.35314,2.70469e-10
370,4.45803,2.89433e-10
370,4.56293,3.10611e-10
370,4.66782,3.34311e-10
370,4.77272,3.60877e-10
370,4.87761,3.90591e-10
370,4.98251,4.24193e-10
370,5.0874,4.65285e-10
370,5.1923,4.9931e-10
370,5.29719,5.27268e-10
370,5.40209,7.28092e-10
370,5.50698,6.4798e-10
370,5.61188,4.16651e-10
370,5.71677,2.05453e-09
370,5.82167,8.71469e-10
370,5.92656,1.0844e-09
370,6.03146,3.22741e-09
370,6.13635,2.08012e-10
370,6.24124,2.15322e-09
370,6.34614,8.3417e-10
370,6.45103,1.15993e-09
370,6.55593,9.29634e-10
370,6.66082,8.87167e-10
370,6.76572,7.92862e-10
370,6.87061,7.21563e-10
370,6.97551,6.5067e-10
370,7.0804,5.87755e-10
370,7.1853,5.30864e-10
370,7.29019,4.80051e-10
370,7.39509,4.3481e-10
370,7.49998,3.946e-10
370,7.60488,3.58888e-10
370,7.70977,3.27174e-10
370,7.81467,2.98993e-10
370,7.91956,2.73921e-10
370,8.02446,2.51579e-10
370,8.12935,2.31636e-10
370,8.23425,2.13802e-10
370,8.33914,1.97819e-10
370,8.44404,1.83465e-10
370,8.54893,1.70546e-10
370,8.65383,1.58894e-10
370,8.75872,1.48362e-10
370,8.86362,1.38822e-10
370,8.96851,1.30163e-10
370,9.07341,1.22286e-10
370,9.1783,1.15108e-10
370,9.2832,1.08554e-10
370,9.38809,1.02558e-10
370,9.49299,9.70633e-11
370,9.59788,9.20197e-11
370,9.70278,8.73822e-11
370,9.80767,8.31107e-11
370,9.91257,7.91689e-11
370,10.0175,7.55224e-11
370,10.1224,7.21383e-11
370,10.2272,6.89852e-11
370,10.3321,6.60369e-11
370,10.437,6.3278e-11
370,10.5419,6.07102e-11
370,10.6468,5.83497e-11
370,10.7517,5.62049e-11
370,10.8566,5.42421e-11
370,10.9615,5.2381e-11
370,11.0664,5.05616e-11
370,11.1713,4.8826e-11
370,11.2762,4.72702e-11
370,11.3811,4.58712e-11
370,11.486,4.44928e-11
370,11.5909,4.31417e-11
370,11.6958,4.19523e-11
370,11.8007,4.08528e-11
370,11.9056,3.97317e-11
370,12.0105,3.87284e-11
370,12.1154,3.78142e-11
370,12.2203,3.68757e-11
370,12.3251,3.60595e-11
370,12.43,3.52682e-11
370,12.5349,3.44987e-11
370,12.6398,3.38285e-11
370,12.7447,3.31327e-11
370,12.8496,3.25388e-11
370,12.9545,3.19286e-11
370,13.0594,3.13956e-11
370,13.1643,3.08619e-11
370,13.2692,3.03882e-11
370,13.3741,2.99175e-11
370,13.479,2.95038e-11
370,13.5839,2.9086e-11
370,13.6888,2.8729e-11
370,13.7937,2.83605e-11
370,13.8986,2.8051e-11
370,14.0035,2.77376e-11
370,14.1084,2.74597e-11
370,14.2133,2.72074e-11
370,14.3181,2.69572e-11
370,14.423,2.67518e-11
370,14.5279,2.65494e-11
370,14.6328,2.63653e-11
370,14.7377,2.62162e-11
370,14.8426,2.60688e-11
370,14.9475,2.59409e-11
370,15.0524,2.58441e-11
370,15.1573,2.57539e-11
370,15.2622,2.56758e-11
370,15.3671,2.56262e-11
370,15.472,2.55936e-11
370,15.5769,2.55689e-11
370,15.6818,2.55619e-11
375,-15.6818,9.18463e-12
375,-15.5769,9.18799e-12
375,-15.472,9.20076e-12
375,-15.3671,9.21926e-12
375,-15.2622,9.24155e-12
375,-15.1573,9.2696e-12
375,-15.0524,9.30536e-12
375,-14.9475,9.34843e-12
375,-14.8426,9.39755e-12
375,-14.7377,9.45245e-12
375,-14.6328,9.51395e-12
375,-14.5279,9.58286e-12
375,-14.423,9.65926e-12
375,-14.3181,9.74291e-12
375,-14.2133,9.83387e-12
375,-14.1084,9.93259e-12
375,-14.0035,1.00395e-11
375,-13.8986,1.01548e-11
375,-13.7937,1.02788e-11
375,-13.6888,1.04119e-11
375,-13.5839,1.05546e-11
375,-13.479,1.07071e-11
375,-13.3741,1.08699e-11
375,-13.2692,1.10436e-11
375,-13.1643,1.12288e-11
375,-13.0594,1.14261e-11
375,-12.9545,1.16359e-11
375,-12.8496,1.18591e-11
375,-12.7447,1.20966e-11
375,-12.6398,1.23491e-11
375,-12.5349,1.26173e-11
375,-12.43,1.29024e-11
375,-12.3251,1.32057e-11
375,-12.2203,1.35283e-11
375,-12.1154,1.3871e-11
375,-12.0105,1.42354e-11
375,-11.9056,1.46236e-11
375,-11.8007,1.50371e-11
375,-11.6958,1.54771e-11
375,-11.5909,1.59459e-11
375,-11.486,1.64463e-11
375,-11.3811,1.69808e-11
375,-11.2762,1.75511e-11
375,-11.1713,1.81604e-11
375,-11.0664,1.8813e-11
375,-10.9615,1.95127e-11
375,-10.8566,2.02622e-11
375,-10.7517,2.1066e-11
375,-10.6468,2.19308e-11
375,-10.5419,2.28628e-11
375,-10.437,2.38664e-11
375,-10.3321,2.49483e-11
375,-10.2272,2.61195e-11
375,-10.1224,2.73903e-11
375,-10.0175,2.87672e-11
375,-9.91257,3.02584e-11
375,-9.80767,3.18759e-11
375,-9.70278,3.3624e-11
375,-9.59788,3.54912e-11
375,-9.49299,3.74704e-11
375,-9.38809,3.95998e-11
375,-9.2832,4.19995e-11
375,-9.1783,4.48527e-11
375,-9.07341,4.82191e-11
375,-8.96851,5.17311e-11
375,-8.86362,5.48837e-11
375,-8.75872,5.83328e-11
375,-8.65383,6.35258e-11
375,-8.54893,6.89871e-11
375,-8.44404,7.3009e-11
