step,x,prob,trans_prob,refl_prob,norm_total,barrier_start,barrier_end,V0,barrier_start2,barrier_end2
0,32.8548,0.0927319,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,33.2554,0.0806367,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,33.6561,0.0687264,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,34.0568,0.0574118,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,34.4574,0.0470075,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,34.8581,0.0377242,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,35.2588,0.029673,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,35.6594,0.0228766,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,36.0601,0.0172866,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,36.4608,0.0128031,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,36.8614,0.00929422,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,37.2621,0.006613,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,37.6628,0.00461184,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,38.0634,0.00315238,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,38.4641,0.002112,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,38.8648,0.00138688,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,39.2654,0.00089264,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,39.6661,0.000563123,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,40.0668,0.000348195,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,40.4674,0.000211024,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,40.8681,0.000125353,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,41.2688,7.29839e-05,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,41.6694,4.16498e-05,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,42.0701,2.32966e-05,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,42.4708,1.27721e-05,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,42.8715,6.86321e-06,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,43.2721,3.6148e-06,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,43.6728,1.8661e-06,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,44.0735,9.44236e-07,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,44.4741,4.68295e-07,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,44.8748,2.27642e-07,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,45.2755,1.08463e-07,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,45.6761,5.06529e-08,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,46.0768,2.31858e-08,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,46.4775,1.04025e-08,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,46.8781,4.57452e-09,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,47.2788,1.97175e-09,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,47.6795,8.33014e-10,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,48.0801,3.44946e-10,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,48.4808,1.40006e-10,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,48.8815,5.56978e-11,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,49.2821,2.17184e-11,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,49.6828,8.30069e-12,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,50.0835,3.10956e-12,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,50.4841,1.14178e-12,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,50.8848,4.10926e-13,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,51.2855,1.44959e-13,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,51.6861,5.01214e-14,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,52.0868,1.69864e-14,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,52.4875,5.6426e-15,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,52.8881,1.8372e-15,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,53.2888,5.86321e-16,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,53.6895,1.83406e-16,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,54.0902,5.62332e-17,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,54.4908,1.68995e-17,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,54.8915,4.97799e-18,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,55.2922,1.4372600000000001e-18,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,55.6928,4.06744e-19,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,56.0935,1.12826e-19,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,56.4942,3.0675899999999996e-20,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,56.8948,8.175009999999999e-21,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,57.2955,2.13542e-21,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,57.6962,5.46739e-22,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,58.0968,1.37208e-22,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,58.4975,3.3753700000000004e-23,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,58.8982,8.13244e-24,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,59.2988,1.8969000000000002e-24,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,59.6995,6.5180099999999995e-25,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,60.1002,5.19294e-26,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,60.5008,9.481949999999999e-27,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,60.9015,2.0437899999999997e-27,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,61.3022,4.31821e-28,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,61.7028,8.93711e-29,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,62.1035,1.81273e-29,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,62.5042,3.64296e-30,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,62.9048,4.912149999999999e-31,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,63.3055,2.60444e-31,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,63.7062,6.27667e-32,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,64.1068,1.2223400000000001e-32,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,64.5075,2.23738e-33,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,64.9082,3.989740000000001e-34,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,65.3088,6.9761e-35,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,65.7095,1.1963799999999999e-35,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,66.1102,2.01167e-36,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,66.5109,3.31579e-37,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,66.9115,5.35714e-38,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,67.3122,8.483789999999999e-39,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,67.7129,1.3169099999999999e-39,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,68.1135,2.0037e-40,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,68.5142,2.98826e-41,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,68.9149,4.3683299999999995e-42,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,69.3155,6.25927e-43,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,69.7162,8.791090000000001e-44,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,70.1169,1.21024e-44,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,70.5175,1.63311e-45,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,70.9182,2.16007e-46,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,71.3189,2.80049e-47,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,71.7195,3.55886e-48,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,72.1202,4.433029999999999e-49,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,72.5209,5.41256e-50,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,72.9215,6.477649999999999e-51,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,73.3222,7.59881e-52,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,73.7229,8.737480000000001e-53,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,74.1235,9.84782e-54,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,74.5242,1.08795e-54,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,74.9249,1.1781200000000001e-55,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,75.3255,1.25049e-56,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,75.7262,1.30104e-57,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,76.1269,1.3268199999999998e-58,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,76.5275,1.32631e-59,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,76.9282,1.29956e-60,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,77.3289,1.2481300000000001e-61,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,77.7295,1.17499e-62,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,78.1302,1.08424e-63,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,78.5309,9.80688e-65,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,78.9316,8.694599999999999e-66,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,79.3322,7.55583e-67,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,79.7329,6.43619e-68,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,80.1336,5.37389e-69,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,80.5342,4.39808e-70,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,80.9349,3.52818e-71,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,81.3356,2.77429e-72,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,81.7362,2.13828e-73,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,82.1369,1.61544e-74,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,82.5376,1.19628e-75,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,82.9382,8.68328e-77,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,83.3389,6.178e-78,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,83.7396,4.30848e-79,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,84.1402,2.94517e-80,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,84.5409,1.97337e-81,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,84.9416,1.2960400000000001e-82,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,85.3422,8.34328e-84,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,85.7429,5.26459e-85,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,86.1436,3.2561299999999996e-86,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,86.5442,1.974e-87,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,86.9449,1.1729999999999999e-88,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,87.3456,6.83216e-90,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,87.7462,3.90053e-91,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,88.1469,2.1826899999999998e-92,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,88.5476,1.1972e-93,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,88.9482,6.43641e-95,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,89.3489,3.39174e-96,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,89.7496,1.75187e-97,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,90.1503,8.86912e-99,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,90.5509,4.4010600000000003e-100,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,90.9516,2.1405799999999998e-101,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,91.3523,1.02047e-102,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,91.7529,4.76827e-104,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,92.1536,2.18381e-105,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,92.5543,9.80299e-107,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,92.9549,4.31311e-108,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,93.3556,1.85998e-109,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,93.7563,7.86157e-111,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,94.1569,3.2568099999999997e-112,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,94.5576,1.3223700000000002e-113,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,94.9583,5.26251e-115,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,95.3589,2.0526e-116,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,95.7596,7.8467300000000005e-118,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,96.1603,2.93995e-119,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,96.5609,1.0795800000000001e-120,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,96.9616,3.88538e-122,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,97.3623,1.3704699999999999e-123,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,97.7629,4.7376e-125,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,98.1636,1.60509e-126,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,98.5643,5.32947e-128,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,98.9649,1.73425e-129,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,99.3656,5.530679999999999e-131,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,99.7663,1.72853e-132,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,100.167,5.29426e-134,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,100.568,1.58911e-135,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,100.968,4.67437e-137,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,101.369,1.3474199999999998e-138,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,101.77,3.80619e-140,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,102.17,1.0536e-141,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,102.571,2.8579799999999997e-143,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,102.972,7.59676e-145,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,103.372,1.9787e-146,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,103.773,5.05015e-148,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,104.174,1.26298e-149,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,104.574,3.09491e-151,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,104.975,7.43109e-153,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,105.376,1.7482400000000003e-154,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,105.776,4.02961e-156,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,106.177,9.09362e-158,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,106.578,2.00798e-159,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,106.978,4.33798e-161,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,107.379,9.17131e-163,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,107.78,1.89838e-164,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,108.18,3.84898e-166,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
0,108.581,7.64692e-168,2.8413499999999997e-31,1.0,1.0,59.8998,62.9048,100,0,0
